[bwa_index] Pack FASTA... 202.57 sec
[bwa_index] Construct BWT for the packed sequence...
[BWTIncConstructFromPacked] 3840 iterations done. 38400000000 characters processed.
[BWTIncConstructFromPacked] 3850 iterations done. 38500000000 characters processed.
[BWTIncConstructFromPacked] 3860 iterations done. 38600000000 characters processed.
[BWTIncConstructFromPacked] 3870 iterations done. 38700000000 characters processed.
[BWTIncConstructFromPacked] 3880 iterations done. 38800000000 characters processed.
[BWTIncConstructFromPacked] 3890 iterations done. 38900000000 characters processed.
[BWTIncConstructFromPacked] 3900 iterations done. 39000000000 characters processed.
[BWTIncConstructFromPacked] 3910 iterations done. 39100000000 characters processed.
[BWTIncConstructFromPacked] 3920 iterations done. 39200000000 characters processed.
[BWTIncConstructFromPacked] 3930 iterations done. 39300000000 characters processed.
[BWTIncConstructFromPacked] 3940 iterations done. 39400000000 characters processed.
[BWTIncConstructFromPacked] 3950 iterations done. 39500000000 characters processed.
[BWTIncConstructFromPacked] 3960 iterations done. 39600000000 characters processed.
[BWTIncConstructFromPacked] 3970 iterations done. 39700000000 characters processed.
[BWTIncConstructFromPacked] 3980 iterations done. 39800000000 characters processed.
[BWTIncConstructFromPacked] 3990 iterations done. 39900000000 characters processed.
[BWTIncConstructFromPacked] 4000 iterations done. 40000000000 characters processed.
[BWTIncConstructFromPacked] 4010 iterations done. 40100000000 characters processed.
[BWTIncConstructFromPacked] 4020 iterations done. 40200000000 characters processed.
[BWTIncConstructFromPacked] 4030 iterations done. 40300000000 characters processed.
[BWTIncConstructFromPacked] 4040 iterations done. 40400000000 characters processed.
[BWTIncConstructFromPacked] 4050 iterations done. 40500000000 characters processed.
[BWTIncConstructFromPacked] 4060 iterations done. 40600000000 characters processed.
[BWTIncConstructFromPacked] 4070 iterations done. 40700000000 characters processed.
[BWTIncConstructFromPacked] 4080 iterations done. 40800000000 characters processed.
[BWTIncConstructFromPacked] 4090 iterations done. 40900000000 characters processed.
[BWTIncConstructFromPacked] 4100 iterations done. 41000000000 characters processed.
[BWTIncConstructFromPacked] 4110 iterations done. 41100000000 characters processed.
[BWTIncConstructFromPacked] 4120 iterations done. 41200000000 characters processed.
[BWTIncConstructFromPacked] 4130 iterations done. 41300000000 characters processed.
[BWTIncConstructFromPacked] 4140 iterations done. 41400000000 characters processed.
[BWTIncConstructFromPacked] 4150 iterations done. 41500000000 characters processed.
[BWTIncConstructFromPacked] 4160 iterations done. 41600000000 characters processed.
[BWTIncConstructFromPacked] 4170 iterations done. 41700000000 characters processed.
[BWTIncConstructFromPacked] 4180 iterations done. 41800000000 characters processed.
[BWTIncConstructFromPacked] 4190 iterations done. 41900000000 characters processed.
[BWTIncConstructFromPacked] 4200 iterations done. 42000000000 characters processed.
[BWTIncConstructFromPacked] 4210 iterations done. 42100000000 characters processed.
[BWTIncConstructFromPacked] 4220 iterations done. 42200000000 characters processed.
[BWTIncConstructFromPacked] 4230 iterations done. 42300000000 characters processed.
[BWTIncConstructFromPacked] 4240 iterations done. 42400000000 characters processed.
[BWTIncConstructFromPacked] 4250 iterations done. 42500000000 characters processed.
[BWTIncConstructFromPacked] 4260 iterations done. 42600000000 characters processed.
[BWTIncConstructFromPacked] 4270 iterations done. 42700000000 characters processed.
[BWTIncConstructFromPacked] 4280 iterations done. 42800000000 characters processed.
[BWTIncConstructFromPacked] 4290 iterations done. 42900000000 characters processed.
[BWTIncConstructFromPacked] 4300 iterations done. 43000000000 characters processed.
[BWTIncConstructFromPacked] 4310 iterations done. 43100000000 characters processed.
[BWTIncConstructFromPacked] 4320 iterations done. 43200000000 characters processed.
[BWTIncConstructFromPacked] 4330 iterations done. 43300000000 characters processed.
[BWTIncConstructFromPacked] 4340 iterations done. 43400000000 characters processed.
[BWTIncConstructFromPacked] 4350 iterations done. 43500000000 characters processed.
[BWTIncConstructFromPacked] 4360 iterations done. 43598388256 characters processed.
[BWTIncConstructFromPacked] 4370 iterations done. 43687011504 characters processed.
[BWTIncConstructFromPacked] 4380 iterations done. 43765776064 characters processed.
[BWTIncConstructFromPacked] 4390 iterations done. 43835778208 characters processed.
[BWTIncConstructFromPacked] 4400 iterations done. 43897992304 characters processed.
[BWTIncConstructFromPacked] 4410 iterations done. 43953284320 characters processed.
[BWTIncConstructFromPacked] 4420 iterations done. 44002424000 characters processed.
[BWTIncConstructFromPacked] 4430 iterations done. 44046095456 characters processed.
[BWTIncConstructFromPacked] 4440 iterations done. 44084906720 characters processed.
[BWTIncConstructFromPacked] 4450 iterations done. 44119398240 characters processed.
[BWTIncConstructFromPacked] 4460 iterations done. 44150050352 characters processed.
[BWTIncConstructFromPacked] 4470 iterations done. 44177290016 characters processed.
[BWTIncConstructFromPacked] 4480 iterations done. 44201496656 characters processed.
[bwt_gen] Finished constructing BWT in 4484 iterations.
[bwa_index] 44743.08 seconds elapse.
[bwa_index] Update BWT... 173.51 sec
[bwa_index] Pack forward-only FASTA... 117.20 sec
[bwa_index] Construct SA from BWT and Occ... 7264.07 sec
[main] Version: 0.7.17-r1188
[main] CMD: /home/mshu/bwa-0.7.17/bwa index -a bwtsw /home/mshu/GBS_96/Refgenome/Pita_chr12.fasta /home/mshu/GBS_96/S3_BWA/output
[main] Real time: 59590.236 sec; CPU: 52500.434 sec
